city1,city2,start,end,carrier_lg
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2010-04-01,2013-10-01,DL
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2013-10-01,2014-04-01,AA
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2014-04-01,2015-07-01,DL
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2015-07-01,2015-10-01,AA
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2015-10-01,2016-04-01,DL
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2016-04-01,2016-10-01,AA
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2016-10-01,2017-01-01,DL
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2017-01-01,2017-07-01,AA
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2017-07-01,2018-01-01,DL
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2018-01-01,2018-04-01,AA
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2018-04-01,2018-07-01,DL
"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",2008-01-01,2018-07-01,DL
"Portland, OR","San Diego, CA",2008-01-01,2018-07-01,AS
"Houston, TX","Tulsa, OK",2008-01-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2008-01-01,2008-07-01,B6
"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2008-07-01,2008-10-01,DL
"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2008-10-01,2018-07-01,B6
"Charlotte, NC","St. Louis, MO",2008-04-01,2015-07-01,US
"Charlotte, NC","St. Louis, MO",2015-07-01,2018-07-01,AA
"Atlanta, GA (Metropolitan Area)","Detroit, MI",2008-01-01,2008-07-01,NW
"Atlanta, GA (Metropolitan Area)","Detroit, MI",2008-07-01,2009-01-01,DL
"Atlanta, GA (Metropolitan Area)","Detroit, MI",2009-01-01,2009-04-01,NW
"Atlanta, GA (Metropolitan Area)","Detroit, MI",2009-04-01,2018-07-01,DL
"Los Angeles, CA (Metropolitan Area)","Seattle, WA",2008-01-01,2018-07-01,AS
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2008-07-01,2008-10-01,NW
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2010-01-01,2010-04-01,UA
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2011-07-01,2012-01-01,DL
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2012-07-01,2012-10-01,DL
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2013-01-01,2013-04-01,DL
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2016-04-01,2017-01-01,DL
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2017-01-01,2017-04-01,UA
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2017-10-01,2018-01-01,DL
"Los Angeles, CA (Metropolitan Area)","Madison, WI",2018-01-01,2018-04-01,UA
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2008-04-01,2009-07-01,CO
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2009-07-01,2009-10-01,US
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2009-10-01,2010-01-01,CO
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2010-04-01,2011-01-01,US
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2011-04-01,2012-10-01,US
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2012-10-01,2013-01-01,UA
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2013-01-01,2013-04-01,DL
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2013-04-01,2013-07-01,UA
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2013-07-01,2013-10-01,US
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2013-10-01,2014-01-01,UA
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2014-01-01,2014-10-01,US
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2014-10-01,2015-01-01,DL
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2015-01-01,2015-04-01,US
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2015-04-01,2017-01-01,UA
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2017-01-01,2018-04-01,DL
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",2018-04-01,2018-07-01,UA
"Austin, TX","El Paso, TX",2008-01-01,2018-07-01,WN
"Reno, NV","San Diego, CA",2008-01-01,2018-07-01,WN
"Grand Rapids, MI","Phoenix, AZ",2009-10-01,2011-10-01,G4
"Grand Rapids, MI","Phoenix, AZ",2012-01-01,2012-04-01,G4
"Grand Rapids, MI","Phoenix, AZ",2013-01-01,2013-04-01,DL
"Grand Rapids, MI","Phoenix, AZ",2013-04-01,2013-07-01,G4
"Grand Rapids, MI","Phoenix, AZ",2013-10-01,2018-07-01,G4
"Bellingham, WA","San Francisco, CA (Metropolitan Area)",2010-07-01,2010-10-01,G4
"Bellingham, WA","San Francisco, CA (Metropolitan Area)",2011-07-01,2012-10-01,G4
"Bellingham, WA","San Francisco, CA (Metropolitan Area)",2013-04-01,2015-01-01,G4
"Bellingham, WA","San Francisco, CA (Metropolitan Area)",2015-04-01,2015-10-01,G4
"Bellingham, WA","San Francisco, CA (Metropolitan Area)",2016-07-01,2016-10-01,G4
"Bellingham, WA","San Francisco, CA (Metropolitan Area)",2017-07-01,2017-10-01,G4
"Gulfport/Biloxi, MS","Miami, FL (Metropolitan Area)",2008-01-01,2008-04-01,FL
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2009-07-01,2009-10-01,G4
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2009-10-01,2010-04-01,AS
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2010-04-01,2012-07-01,G4
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2012-07-01,2013-01-01,AS
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2013-01-01,2016-04-01,G4
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2016-07-01,2016-10-01,G4
"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",2017-01-01,2017-10-01,G4
"Asheville, NC","New York City, NY (Metropolitan Area)",2012-04-01,2013-01-01,US
"Asheville, NC","New York City, NY (Metropolitan Area)",2013-04-01,2013-10-01,US
"Asheville, NC","New York City, NY (Metropolitan Area)",2014-07-01,2014-10-01,US
"Asheville, NC","New York City, NY (Metropolitan Area)",2017-01-01,2018-07-01,UA
"Louisville, KY","Washington, DC (Metropolitan Area)",2008-01-01,2018-01-01,WN
"Louisville, KY","Washington, DC (Metropolitan Area)",2018-01-01,2018-04-01,AA
"Louisville, KY","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",2008-01-01,2014-10-01,WN
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",2014-10-01,2015-07-01,US
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",2015-07-01,2018-07-01,AA
"Houston, TX","Portland, OR",2008-01-01,2012-01-01,CO
"Houston, TX","Portland, OR",2012-01-01,2018-07-01,UA
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2008-01-01,2009-01-01,NW
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2009-01-01,2010-04-01,WN
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2010-04-01,2010-10-01,DL
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2010-10-01,2013-10-01,WN
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2013-10-01,2014-04-01,DL
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2014-04-01,2014-10-01,WN
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2014-10-01,2015-04-01,DL
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2015-04-01,2017-07-01,WN
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2017-07-01,2017-10-01,AA
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2017-10-01,2018-07-01,WN
"Kansas City, MO","Portland, OR",2008-01-01,2018-07-01,WN
"Minneapolis/St. Paul, MN","St. Louis, MO",2008-01-01,2008-04-01,AA
"Minneapolis/St. Paul, MN","St. Louis, MO",2008-04-01,2010-01-01,NW
"Minneapolis/St. Paul, MN","St. Louis, MO",2010-01-01,2018-07-01,DL
"San Diego, CA","Washington, DC (Metropolitan Area)",2008-01-01,2013-04-01,UA
"San Diego, CA","Washington, DC (Metropolitan Area)",2013-04-01,2018-07-01,WN
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2010-01-01,2010-04-01,CO
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2012-01-01,2012-04-01,US
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2012-10-01,2014-01-01,UA
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2014-07-01,2015-01-01,F9
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2015-04-01,2015-10-01,F9
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2015-10-01,2016-01-01,DL
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2016-04-01,2017-01-01,DL
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2017-04-01,2017-07-01,DL
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2017-07-01,2017-10-01,AA
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",2017-10-01,2018-07-01,DL
"Detroit, MI","Las Vegas, NV",2008-01-01,2010-01-01,NW
"Detroit, MI","Las Vegas, NV",2010-01-01,2015-07-01,DL
"Detroit, MI","Las Vegas, NV",2015-07-01,2015-10-01,NK
"Detroit, MI","Las Vegas, NV",2015-10-01,2016-07-01,DL
"Detroit, MI","Las Vegas, NV",2016-07-01,2016-10-01,NK
"Detroit, MI","Las Vegas, NV",2016-10-01,2017-01-01,DL
"Detroit, MI","Las Vegas, NV",2017-01-01,2017-04-01,NK
"Detroit, MI","Las Vegas, NV",2017-04-01,2017-07-01,DL
"Detroit, MI","Las Vegas, NV",2017-07-01,2017-10-01,NK
"Detroit, MI","Las Vegas, NV",2017-10-01,2018-07-01,DL
"Fresno, CA","Las Vegas, NV",2008-01-01,2009-07-01,US
"Fresno, CA","Las Vegas, NV",2009-07-01,2009-10-01,G4
"Fresno, CA","Las Vegas, NV",2009-10-01,2010-07-01,US
"Fresno, CA","Las Vegas, NV",2010-10-01,2011-01-01,G4
"Fresno, CA","Las Vegas, NV",2011-01-01,2011-04-01,US
"Fresno, CA","Las Vegas, NV",2011-04-01,2012-01-01,G4
"Fresno, CA","Las Vegas, NV",2012-01-01,2014-07-01,UA
"Fresno, CA","Las Vegas, NV",2014-07-01,2014-10-01,G4
"Fresno, CA","Las Vegas, NV",2016-07-01,2018-07-01,G4
"Oklahoma City, OK","San Diego, CA",2008-10-01,2009-01-01,WN
"Oklahoma City, OK","San Diego, CA",2009-07-01,2009-10-01,WN
"Oklahoma City, OK","San Diego, CA",2012-07-01,2012-10-01,WN
"Dallas/Fort Worth, TX","Orlando, FL",2008-01-01,2018-07-01,AA
"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2008-01-01,2018-07-01,DL
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2008-01-01,2012-01-01,CO
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2012-01-01,2014-07-01,UA
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2014-07-01,2017-10-01,WN
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2017-10-01,2018-04-01,F9
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2018-04-01,2018-07-01,WN
"Boston, MA (Metropolitan Area)","Tucson, AZ",2008-01-01,2011-04-01,AA
"Boston, MA (Metropolitan Area)","Tucson, AZ",2011-04-01,2011-07-01,WN
"Boston, MA (Metropolitan Area)","Tucson, AZ",2012-01-01,2012-07-01,AA
"Boston, MA (Metropolitan Area)","Tucson, AZ",2016-01-01,2016-04-01,AA
"Boston, MA (Metropolitan Area)","Tucson, AZ",2017-01-01,2017-07-01,AA
"Boston, MA (Metropolitan Area)","Tucson, AZ",2017-10-01,2018-04-01,AA
"Austin, TX","Washington, DC (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Tucson, AZ",2008-01-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Little Rock, AR",2008-01-01,2016-01-01,WN
"Dallas/Fort Worth, TX","Little Rock, AR",2016-01-01,2018-07-01,AA
"Charleston, SC","Philadelphia, PA",2008-01-01,2008-07-01,US
"Charleston, SC","Philadelphia, PA",2008-10-01,2009-01-01,US
"Charleston, SC","Philadelphia, PA",2009-04-01,2010-01-01,US
"Charleston, SC","Philadelphia, PA",2010-04-01,2011-01-01,US
"Charleston, SC","Philadelphia, PA",2011-04-01,2015-07-01,US
"Charleston, SC","Philadelphia, PA",2015-07-01,2018-07-01,AA
"Philadelphia, PA","Portland, OR",2008-01-01,2008-04-01,UA
"Philadelphia, PA","Portland, OR",2008-04-01,2009-01-01,US
"Philadelphia, PA","Portland, OR",2009-01-01,2009-04-01,UA
"Philadelphia, PA","Portland, OR",2009-04-01,2009-10-01,US
"Philadelphia, PA","Portland, OR",2009-10-01,2010-04-01,UA
"Philadelphia, PA","Portland, OR",2010-04-01,2010-07-01,DL
"Philadelphia, PA","Portland, OR",2010-07-01,2011-01-01,US
"Philadelphia, PA","Portland, OR",2011-01-01,2011-04-01,DL
"Philadelphia, PA","Portland, OR",2011-04-01,2011-10-01,US
"Philadelphia, PA","Portland, OR",2011-10-01,2012-07-01,UA
"Philadelphia, PA","Portland, OR",2012-07-01,2012-10-01,US
"Philadelphia, PA","Portland, OR",2012-10-01,2013-04-01,UA
"Philadelphia, PA","Portland, OR",2013-04-01,2013-10-01,US
"Philadelphia, PA","Portland, OR",2013-10-01,2014-01-01,UA
"Philadelphia, PA","Portland, OR",2014-01-01,2014-04-01,DL
"Philadelphia, PA","Portland, OR",2014-04-01,2015-07-01,US
"Philadelphia, PA","Portland, OR",2015-07-01,2016-10-01,AA
"Philadelphia, PA","Portland, OR",2016-10-01,2017-01-01,UA
"Philadelphia, PA","Portland, OR",2017-01-01,2017-04-01,DL
"Philadelphia, PA","Portland, OR",2017-04-01,2017-10-01,AA
"Philadelphia, PA","Portland, OR",2017-10-01,2018-01-01,UA
"Philadelphia, PA","Portland, OR",2018-01-01,2018-04-01,DL
"Philadelphia, PA","Portland, OR",2018-04-01,2018-07-01,AA
"Dayton, OH","Denver, CO",2008-01-01,2013-04-01,F9
"Dayton, OH","Denver, CO",2013-04-01,2014-01-01,WN
"Dayton, OH","Denver, CO",2014-10-01,2015-04-01,WN
"Dayton, OH","Denver, CO",2015-07-01,2015-10-01,WN
"Dayton, OH","Denver, CO",2015-10-01,2016-01-01,UA
"New Orleans, LA","Tampa, FL (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Houston, TX","Orlando, FL",2008-01-01,2012-01-01,CO
"Houston, TX","Orlando, FL",2012-01-01,2015-07-01,UA
"Houston, TX","Orlando, FL",2015-07-01,2015-10-01,WN
"Houston, TX","Orlando, FL",2015-10-01,2016-07-01,UA
"Houston, TX","Orlando, FL",2016-07-01,2016-10-01,WN
"Houston, TX","Orlando, FL",2016-10-01,2018-07-01,UA
"Las Vegas, NV","Nashville, TN",2008-01-01,2018-07-01,WN
"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",2008-01-01,2010-01-01,NW
"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",2010-01-01,2018-07-01,DL
"Bellingham, WA","Phoenix, AZ",2009-10-01,2010-04-01,G4
"Bellingham, WA","Phoenix, AZ",2011-01-01,2011-04-01,G4
"Bellingham, WA","Phoenix, AZ",2011-10-01,2012-04-01,G4
"Bellingham, WA","Phoenix, AZ",2013-01-01,2013-07-01,G4
"Bellingham, WA","Phoenix, AZ",2013-10-01,2014-07-01,G4
"Bellingham, WA","Phoenix, AZ",2014-10-01,2015-07-01,G4
"Bellingham, WA","Phoenix, AZ",2015-10-01,2016-07-01,G4
"Bellingham, WA","Phoenix, AZ",2017-01-01,2017-04-01,G4
"Chicago, IL","Syracuse, NY",2008-04-01,2010-01-01,UA
"Chicago, IL","Syracuse, NY",2010-04-01,2011-01-01,UA
"Chicago, IL","Syracuse, NY",2011-10-01,2012-01-01,UA
"Chicago, IL","Syracuse, NY",2012-07-01,2013-01-01,UA
"Chicago, IL","Syracuse, NY",2013-04-01,2013-07-01,UA
"Chicago, IL","Syracuse, NY",2013-07-01,2014-01-01,AA
"Chicago, IL","Syracuse, NY",2014-04-01,2014-07-01,AA
"Chicago, IL","Syracuse, NY",2014-07-01,2015-01-01,UA
"Chicago, IL","Syracuse, NY",2015-01-01,2015-04-01,AA
"Chicago, IL","Syracuse, NY",2015-04-01,2015-10-01,UA
"Chicago, IL","Syracuse, NY",2015-10-01,2016-01-01,AA
"Chicago, IL","Syracuse, NY",2016-04-01,2017-01-01,AA
"Chicago, IL","Syracuse, NY",2017-04-01,2018-01-01,AA
"Chicago, IL","Syracuse, NY",2018-04-01,2018-07-01,UA
"Las Vegas, NV","Tampa, FL (Metropolitan Area)",2008-01-01,2008-10-01,US
"Las Vegas, NV","Tampa, FL (Metropolitan Area)",2008-10-01,2018-07-01,WN
"Philadelphia, PA","Seattle, WA",2008-01-01,2014-01-01,US
"Philadelphia, PA","Seattle, WA",2014-01-01,2014-04-01,AS
"Philadelphia, PA","Seattle, WA",2014-04-01,2015-01-01,US
"Philadelphia, PA","Seattle, WA",2015-01-01,2015-04-01,AS
"Philadelphia, PA","Seattle, WA",2015-04-01,2015-07-01,US
"Philadelphia, PA","Seattle, WA",2015-07-01,2015-10-01,AA
"Philadelphia, PA","Seattle, WA",2015-10-01,2016-04-01,AS
"Philadelphia, PA","Seattle, WA",2016-04-01,2017-01-01,AA
"Philadelphia, PA","Seattle, WA",2017-01-01,2017-04-01,AS
"Philadelphia, PA","Seattle, WA",2017-04-01,2018-07-01,AA
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2008-01-01,2008-04-01,US
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2008-04-01,2008-07-01,NW
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2008-07-01,2009-01-01,US
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2009-01-01,2009-04-01,CO
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2009-04-01,2009-10-01,US
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2009-10-01,2010-01-01,CO
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2010-01-01,2014-07-01,DL
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2014-07-01,2014-10-01,UA
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2014-10-01,2015-01-01,DL
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2015-01-01,2015-07-01,UA
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2015-07-01,2016-01-01,DL
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2016-01-01,2016-07-01,UA
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2016-07-01,2016-10-01,DL
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2016-10-01,2017-01-01,UA
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2017-01-01,2018-07-01,DL
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2008-01-01,2009-01-01,NW
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2009-04-01,2009-07-01,NW
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2009-07-01,2010-01-01,UA
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2010-01-01,2012-01-01,DL
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2012-01-01,2012-04-01,UA
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2012-04-01,2015-07-01,DL
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2015-07-01,2015-10-01,AA
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2015-10-01,2016-10-01,DL
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2016-10-01,2017-04-01,UA
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2017-04-01,2018-04-01,DL
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2018-04-01,2018-07-01,UA
"Chicago, IL","El Paso, TX",2008-01-01,2012-01-01,AA
"Chicago, IL","El Paso, TX",2012-04-01,2013-01-01,AA
"Chicago, IL","El Paso, TX",2013-04-01,2018-07-01,AA
"Miami, FL (Metropolitan Area)","Richmond, VA",2008-01-01,2015-07-01,B6
"Miami, FL (Metropolitan Area)","Richmond, VA",2015-07-01,2015-10-01,AA
"Miami, FL (Metropolitan Area)","Richmond, VA",2015-10-01,2016-01-01,B6
"Miami, FL (Metropolitan Area)","Richmond, VA",2016-01-01,2016-04-01,AA
"Miami, FL (Metropolitan Area)","Richmond, VA",2016-04-01,2018-07-01,B6
"New York City, NY (Metropolitan Area)","Omaha, NE",2008-04-01,2011-01-01,CO
"New York City, NY (Metropolitan Area)","Omaha, NE",2011-01-01,2011-04-01,DL
"New York City, NY (Metropolitan Area)","Omaha, NE",2011-04-01,2011-10-01,CO
"New York City, NY (Metropolitan Area)","Omaha, NE",2011-10-01,2012-01-01,DL
"New York City, NY (Metropolitan Area)","Omaha, NE",2012-01-01,2018-04-01,UA
"New York City, NY (Metropolitan Area)","Omaha, NE",2018-04-01,2018-07-01,DL
"Boston, MA (Metropolitan Area)","Omaha, NE",2008-04-01,2009-01-01,UA
"Boston, MA (Metropolitan Area)","Omaha, NE",2009-04-01,2010-01-01,UA
"Boston, MA (Metropolitan Area)","Omaha, NE",2010-04-01,2010-07-01,DL
"Boston, MA (Metropolitan Area)","Omaha, NE",2010-07-01,2011-01-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2011-04-01,2011-07-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2011-07-01,2011-10-01,DL
"Boston, MA (Metropolitan Area)","Omaha, NE",2011-10-01,2012-01-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2012-04-01,2012-10-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2013-04-01,2014-01-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2014-04-01,2014-10-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2015-04-01,2015-10-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2016-04-01,2017-01-01,WN
"Boston, MA (Metropolitan Area)","Omaha, NE",2017-04-01,2018-01-01,WN
"Houston, TX","Philadelphia, PA",2008-01-01,2012-01-01,CO
"Houston, TX","Philadelphia, PA",2012-01-01,2013-10-01,UA
"Houston, TX","Philadelphia, PA",2013-10-01,2014-04-01,US
"Houston, TX","Philadelphia, PA",2014-04-01,2014-10-01,UA
"Houston, TX","Philadelphia, PA",2014-10-01,2015-04-01,US
"Houston, TX","Philadelphia, PA",2015-04-01,2015-07-01,UA
"Houston, TX","Philadelphia, PA",2015-07-01,2015-10-01,AA
"Houston, TX","Philadelphia, PA",2015-10-01,2018-07-01,UA
"Harrisburg, PA","Orlando, FL",2008-10-01,2012-07-01,FL
"Harrisburg, PA","Orlando, FL",2012-07-01,2015-04-01,F9
"Denver, CO","Little Rock, AR",2012-01-01,2013-04-01,F9
"Denver, CO","Little Rock, AR",2013-04-01,2013-10-01,UA
"Denver, CO","Little Rock, AR",2013-10-01,2014-04-01,F9
"Denver, CO","Little Rock, AR",2014-04-01,2014-10-01,UA
"Dallas/Fort Worth, TX","Reno, NV",2008-01-01,2018-07-01,AA
"Norfolk, VA (Metropolitan Area)","Orlando, FL",2008-01-01,2018-07-01,WN
"Detroit, MI","Sacramento, CA",2008-04-01,2008-10-01,NW
"Detroit, MI","Sacramento, CA",2009-04-01,2009-07-01,NW
"Detroit, MI","Sacramento, CA",2009-07-01,2009-10-01,WN
"Detroit, MI","Sacramento, CA",2010-04-01,2010-10-01,DL
"Detroit, MI","Sacramento, CA",2011-04-01,2012-01-01,DL
"Detroit, MI","Sacramento, CA",2012-04-01,2013-01-01,DL
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2008-01-01,2008-04-01,FL
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2008-04-01,2008-07-01,NW
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2008-07-01,2013-07-01,FL
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2013-07-01,2013-10-01,DL
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2013-10-01,2014-01-01,FL
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2014-01-01,2015-07-01,WN
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2015-07-01,2016-01-01,AA
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2016-01-01,2016-07-01,WN
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2016-07-01,2016-10-01,AA
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2016-10-01,2018-07-01,WN
"Louisville, KY","New York City, NY (Metropolitan Area)",2008-01-01,2008-07-01,US
"Louisville, KY","New York City, NY (Metropolitan Area)",2008-07-01,2010-01-01,CO
