city1,city2,start,end,carrier_lg
"Chicago, IL","Jackson/Vicksburg, MS",2012-04-01,2013-01-01,WN
"Chicago, IL","Jackson/Vicksburg, MS",2013-04-01,2014-01-01,WN
"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",2008-01-01,2013-07-01,AA
"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",2013-07-01,2013-10-01,WN
"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",2013-10-01,2014-01-01,AA
"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",2014-01-01,2018-07-01,WN
"Cincinnati, OH","Miami, FL (Metropolitan Area)",2008-01-01,2015-07-01,DL
"Cincinnati, OH","Miami, FL (Metropolitan Area)",2015-07-01,2015-10-01,F9
"Cincinnati, OH","Miami, FL (Metropolitan Area)",2015-10-01,2018-07-01,DL
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2008-01-01,2008-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2009-01-01,2009-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2010-01-01,2010-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2011-01-01,2011-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2012-01-01,2012-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2013-01-01,2013-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2014-01-01,2014-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2015-01-01,2015-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2017-01-01,2017-04-01,SY
"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",2018-01-01,2018-04-01,SY
"Philadelphia, PA","Savannah, GA",2008-04-01,2008-10-01,US
"Philadelphia, PA","Savannah, GA",2012-04-01,2013-01-01,US
"Philadelphia, PA","Savannah, GA",2013-04-01,2014-01-01,US
"Philadelphia, PA","Savannah, GA",2014-04-01,2015-01-01,US
"Philadelphia, PA","Savannah, GA",2015-04-01,2015-07-01,US
"Philadelphia, PA","Savannah, GA",2015-07-01,2016-01-01,AA
"Philadelphia, PA","Savannah, GA",2016-04-01,2016-10-01,AA
"Philadelphia, PA","Savannah, GA",2018-04-01,2018-07-01,AA
"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2008-01-01,2015-07-01,US
"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2015-07-01,2018-07-01,AA
"Eugene, OR","Phoenix, AZ",2011-01-01,2011-04-01,G4
"Eugene, OR","Phoenix, AZ",2012-01-01,2012-04-01,G4
"Eugene, OR","Phoenix, AZ",2013-10-01,2014-04-01,G4
"Eugene, OR","Phoenix, AZ",2016-01-01,2016-04-01,G4
"Eugene, OR","Phoenix, AZ",2017-10-01,2018-04-01,G4
"Lansing, MI","Minneapolis/St. Paul, MN",2012-04-01,2013-07-01,SY
"Lansing, MI","Minneapolis/St. Paul, MN",2013-07-01,2014-01-01,DL
"Lansing, MI","Minneapolis/St. Paul, MN",2014-10-01,2015-04-01,DL
"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",2008-01-01,2018-07-01,WN
"Washington, DC (Metropolitan Area)","Wichita, KS",2008-04-01,2008-07-01,AA
"Washington, DC (Metropolitan Area)","Wichita, KS",2010-04-01,2010-07-01,AA
"Denver, CO","Knoxville, TN",2011-07-01,2011-10-01,F9
"Denver, CO","Knoxville, TN",2016-07-01,2016-10-01,F9
"Hartford, CT","Phoenix, AZ",2008-01-01,2009-01-01,US
"Hartford, CT","Phoenix, AZ",2009-01-01,2009-04-01,DL
"Hartford, CT","Phoenix, AZ",2009-04-01,2009-07-01,US
"Hartford, CT","Phoenix, AZ",2009-07-01,2010-04-01,WN
"Hartford, CT","Phoenix, AZ",2010-04-01,2010-10-01,DL
"Hartford, CT","Phoenix, AZ",2010-10-01,2011-07-01,WN
"Hartford, CT","Phoenix, AZ",2011-07-01,2012-01-01,DL
"Hartford, CT","Phoenix, AZ",2012-01-01,2012-04-01,US
"Hartford, CT","Phoenix, AZ",2012-04-01,2012-07-01,WN
"Hartford, CT","Phoenix, AZ",2012-07-01,2012-10-01,DL
"Hartford, CT","Phoenix, AZ",2012-10-01,2013-01-01,US
"Hartford, CT","Phoenix, AZ",2013-01-01,2014-01-01,WN
"Hartford, CT","Phoenix, AZ",2014-01-01,2014-04-01,US
"Hartford, CT","Phoenix, AZ",2014-04-01,2015-10-01,WN
"Hartford, CT","Phoenix, AZ",2015-10-01,2018-07-01,AA
"Minneapolis/St. Paul, MN","Norfolk, VA (Metropolitan Area)",2009-07-01,2009-10-01,DL
"Minneapolis/St. Paul, MN","Norfolk, VA (Metropolitan Area)",2010-04-01,2010-10-01,DL
"Minneapolis/St. Paul, MN","Norfolk, VA (Metropolitan Area)",2011-04-01,2011-10-01,DL
"Minneapolis/St. Paul, MN","Norfolk, VA (Metropolitan Area)",2012-07-01,2012-10-01,DL
"Minneapolis/St. Paul, MN","Norfolk, VA (Metropolitan Area)",2013-07-01,2013-10-01,DL
"Buffalo, NY","Raleigh/Durham, NC",2008-07-01,2009-01-01,US
"Buffalo, NY","Raleigh/Durham, NC",2009-04-01,2009-10-01,US
"Buffalo, NY","Raleigh/Durham, NC",2009-10-01,2010-01-01,WN
"Buffalo, NY","Raleigh/Durham, NC",2010-07-01,2010-10-01,WN
"Buffalo, NY","Raleigh/Durham, NC",2013-07-01,2013-10-01,WN
"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",2010-01-01,2018-07-01,DL
"Charlotte, NC","Syracuse, NY",2010-07-01,2010-10-01,US
"Charlotte, NC","Syracuse, NY",2012-04-01,2012-07-01,US
"Charlotte, NC","Syracuse, NY",2013-10-01,2014-01-01,US
"Charlotte, NC","Syracuse, NY",2015-10-01,2016-01-01,AA
"Charlotte, NC","Syracuse, NY",2016-10-01,2017-01-01,AA
"Denver, CO","Richmond, VA",2008-07-01,2008-10-01,UA
"Denver, CO","Richmond, VA",2009-07-01,2009-10-01,UA
"Denver, CO","Richmond, VA",2010-04-01,2010-10-01,UA
"Denver, CO","Richmond, VA",2011-04-01,2011-10-01,DL
"Denver, CO","Richmond, VA",2012-07-01,2012-10-01,DL
"Denver, CO","Richmond, VA",2014-04-01,2014-10-01,US
"Denver, CO","Richmond, VA",2015-04-01,2015-07-01,DL
"Denver, CO","Richmond, VA",2015-07-01,2015-10-01,AA
"Denver, CO","Richmond, VA",2016-04-01,2017-01-01,UA
"Denver, CO","Richmond, VA",2017-04-01,2018-01-01,UA
"Denver, CO","Richmond, VA",2018-04-01,2018-07-01,UA
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,UA
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2008-07-01,2010-01-01,WN
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2010-01-01,2010-07-01,UA
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2010-07-01,2012-01-01,WN
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2012-01-01,2012-10-01,UA
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2012-10-01,2015-01-01,WN
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2015-04-01,2016-01-01,WN
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2016-04-01,2017-01-01,WN
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2017-04-01,2017-10-01,WN
"Buffalo, NY","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Grand Rapids, MI","Las Vegas, NV",2008-04-01,2008-07-01,NW
"Grand Rapids, MI","Las Vegas, NV",2008-10-01,2009-07-01,NW
"Grand Rapids, MI","Las Vegas, NV",2009-07-01,2010-04-01,G4
"Grand Rapids, MI","Las Vegas, NV",2010-04-01,2011-01-01,DL
"Grand Rapids, MI","Las Vegas, NV",2011-01-01,2011-04-01,G4
"Grand Rapids, MI","Las Vegas, NV",2011-04-01,2012-01-01,DL
"Grand Rapids, MI","Las Vegas, NV",2012-01-01,2012-07-01,G4
"Grand Rapids, MI","Las Vegas, NV",2013-01-01,2013-04-01,DL
"Grand Rapids, MI","Las Vegas, NV",2013-04-01,2018-07-01,G4
"Denver, CO","El Paso, TX",2008-01-01,2008-04-01,UA
"Denver, CO","El Paso, TX",2008-04-01,2008-07-01,F9
"Denver, CO","El Paso, TX",2008-07-01,2010-01-01,UA
"Denver, CO","El Paso, TX",2010-04-01,2010-10-01,UA
"Kansas City, MO","Phoenix, AZ",2008-01-01,2018-07-01,WN
"Portland, OR","Reno, NV",2008-01-01,2014-04-01,WN
"Portland, OR","Reno, NV",2014-04-01,2018-07-01,AS
"Greenville/Spartanburg, SC","Orlando, FL",2012-01-01,2013-07-01,WN
"Chicago, IL","Palm Springs, CA",2008-01-01,2008-04-01,AA
"Chicago, IL","Palm Springs, CA",2009-01-01,2009-04-01,AA
"Chicago, IL","Palm Springs, CA",2010-01-01,2010-04-01,AA
"Chicago, IL","Palm Springs, CA",2011-01-01,2011-04-01,AA
"Chicago, IL","Palm Springs, CA",2011-10-01,2012-04-01,AA
"Chicago, IL","Palm Springs, CA",2012-10-01,2013-04-01,AA
"Chicago, IL","Palm Springs, CA",2014-01-01,2014-04-01,AA
"Chicago, IL","Palm Springs, CA",2014-10-01,2015-04-01,AA
"Chicago, IL","Palm Springs, CA",2015-10-01,2016-04-01,AA
"Chicago, IL","Palm Springs, CA",2016-10-01,2017-04-01,AA
"Chicago, IL","Palm Springs, CA",2017-10-01,2018-04-01,AA
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2012-07-01,2012-10-01,UA
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2013-07-01,2013-10-01,DL
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2014-07-01,2014-10-01,DL
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2015-07-01,2015-10-01,AS
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2016-07-01,2016-10-01,DL
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2017-07-01,2017-10-01,UA
"Des Moines, IA","Washington, DC (Metropolitan Area)",2008-04-01,2009-10-01,NW
"Des Moines, IA","Washington, DC (Metropolitan Area)",2009-10-01,2010-01-01,DL
"Des Moines, IA","Washington, DC (Metropolitan Area)",2010-04-01,2010-07-01,DL
"Des Moines, IA","Washington, DC (Metropolitan Area)",2010-10-01,2011-01-01,DL
"Des Moines, IA","Washington, DC (Metropolitan Area)",2011-04-01,2012-07-01,DL
"Des Moines, IA","Washington, DC (Metropolitan Area)",2012-07-01,2015-07-01,US
"Des Moines, IA","Washington, DC (Metropolitan Area)",2015-07-01,2018-07-01,AA
"Denver, CO","Palm Springs, CA",2012-01-01,2012-04-01,UA
"Denver, CO","Palm Springs, CA",2013-01-01,2013-04-01,F9
"Denver, CO","Palm Springs, CA",2013-10-01,2014-01-01,F9
"Denver, CO","Palm Springs, CA",2014-01-01,2014-04-01,UA
"Denver, CO","Palm Springs, CA",2014-10-01,2015-01-01,F9
"Denver, CO","Palm Springs, CA",2015-01-01,2015-04-01,UA
"Denver, CO","Palm Springs, CA",2016-01-01,2016-04-01,UA
"Denver, CO","Palm Springs, CA",2017-01-01,2017-04-01,UA
"Denver, CO","Palm Springs, CA",2018-01-01,2018-04-01,UA
"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",2008-01-01,2018-07-01,AA
"Austin, TX","Lubbock, TX",2008-01-01,2015-04-01,WN
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2009-01-01,2009-04-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2010-01-01,2010-10-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2010-10-01,2012-04-01,FL
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2012-04-01,2012-07-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2012-10-01,2013-01-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2013-01-01,2013-04-01,FL
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2013-04-01,2014-01-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2014-01-01,2014-07-01,WN
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2014-07-01,2015-01-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2015-01-01,2015-04-01,WN
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2015-04-01,2016-01-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2016-01-01,2016-04-01,WN
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2016-04-01,2017-01-01,G4
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2017-01-01,2017-04-01,WN
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2017-04-01,2018-07-01,G4
"San Francisco, CA (Metropolitan Area)","Tulsa, OK",2008-07-01,2009-01-01,WN
"San Francisco, CA (Metropolitan Area)","Tulsa, OK",2009-04-01,2010-01-01,WN
"San Francisco, CA (Metropolitan Area)","Tulsa, OK",2010-04-01,2011-01-01,WN
"New Orleans, LA","St. Louis, MO",2008-07-01,2010-04-01,AA
"New Orleans, LA","St. Louis, MO",2010-04-01,2018-07-01,WN
"Kansas City, MO","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Kansas City, MO","Minneapolis/St. Paul, MN",2010-01-01,2018-07-01,DL
"Chicago, IL","Tulsa, OK",2008-01-01,2017-10-01,AA
"Chicago, IL","Tulsa, OK",2017-10-01,2018-04-01,UA
"Chicago, IL","Tulsa, OK",2018-04-01,2018-07-01,AA
"Raleigh/Durham, NC","Seattle, WA",2008-01-01,2009-01-01,DL
"Raleigh/Durham, NC","Seattle, WA",2009-01-01,2009-04-01,UA
"Raleigh/Durham, NC","Seattle, WA",2009-04-01,2009-10-01,DL
"Raleigh/Durham, NC","Seattle, WA",2009-10-01,2010-01-01,AA
"Raleigh/Durham, NC","Seattle, WA",2010-01-01,2012-04-01,DL
"Raleigh/Durham, NC","Seattle, WA",2012-04-01,2012-07-01,AA
"Raleigh/Durham, NC","Seattle, WA",2012-07-01,2015-10-01,DL
"Raleigh/Durham, NC","Seattle, WA",2015-10-01,2017-07-01,AS
"Raleigh/Durham, NC","Seattle, WA",2017-07-01,2017-10-01,DL
"Raleigh/Durham, NC","Seattle, WA",2017-10-01,2018-07-01,AS
"Oklahoma City, OK","Phoenix, AZ",2008-01-01,2017-07-01,WN
"Oklahoma City, OK","Phoenix, AZ",2017-10-01,2018-07-01,WN
"Flint, MI","Miami, FL (Metropolitan Area)",2010-01-01,2010-04-01,FL
"Las Vegas, NV","Rochester, NY",2008-01-01,2008-10-01,FL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2008-07-01,2008-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2009-07-01,2009-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2010-04-01,2010-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2011-04-01,2011-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2012-07-01,2012-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2013-04-01,2013-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2014-07-01,2014-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2015-04-01,2015-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2016-04-01,2016-10-01,DL
"Atlanta, GA (Metropolitan Area)","Portland, ME",2017-04-01,2017-10-01,DL
"Flint, MI","Fort Myers, FL",2008-01-01,2008-04-01,FL
"Flint, MI","Fort Myers, FL",2008-10-01,2009-04-01,FL
"Flint, MI","Fort Myers, FL",2009-10-01,2010-04-01,FL
"Flint, MI","Fort Myers, FL",2010-10-01,2011-04-01,FL
"Flint, MI","Fort Myers, FL",2012-01-01,2012-04-01,FL
"Flint, MI","Fort Myers, FL",2013-01-01,2013-04-01,FL
"Flint, MI","Fort Myers, FL",2014-01-01,2014-04-01,WN
"Flint, MI","Fort Myers, FL",2015-01-01,2015-04-01,WN
"Daytona Beach, FL","New York City, NY (Metropolitan Area)",2008-01-01,2008-07-01,CO
"Daytona Beach, FL","New York City, NY (Metropolitan Area)",2008-07-01,2008-10-01,DL
"Daytona Beach, FL","New York City, NY (Metropolitan Area)",2016-01-01,2018-07-01,B6
"Fort Myers, FL","Milwaukee, WI",2008-01-01,2008-04-01,YX
"Fort Myers, FL","Milwaukee, WI",2008-04-01,2008-07-01,FL
"Fort Myers, FL","Milwaukee, WI",2008-10-01,2012-07-01,FL
"Fort Myers, FL","Milwaukee, WI",2012-10-01,2013-10-01,FL
"Fort Myers, FL","Milwaukee, WI",2013-10-01,2015-07-01,WN
"Fort Myers, FL","Milwaukee, WI",2015-10-01,2016-07-01,WN
"Fort Myers, FL","Milwaukee, WI",2016-10-01,2017-07-01,WN
"Fort Myers, FL","Milwaukee, WI",2017-10-01,2018-07-01,WN
"Miami, FL (Metropolitan Area)","Seattle, WA",2008-01-01,2008-07-01,DL
"Miami, FL (Metropolitan Area)","Seattle, WA",2008-07-01,2008-10-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2008-10-01,2009-04-01,AA
"Miami, FL (Metropolitan Area)","Seattle, WA",2009-04-01,2010-01-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2010-01-01,2010-07-01,DL
"Miami, FL (Metropolitan Area)","Seattle, WA",2010-07-01,2010-10-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2010-10-01,2011-07-01,AA
"Miami, FL (Metropolitan Area)","Seattle, WA",2011-07-01,2011-10-01,DL
"Miami, FL (Metropolitan Area)","Seattle, WA",2011-10-01,2012-10-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2012-10-01,2013-07-01,AA
"Miami, FL (Metropolitan Area)","Seattle, WA",2013-07-01,2013-10-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2013-10-01,2014-04-01,AA
"Miami, FL (Metropolitan Area)","Seattle, WA",2014-04-01,2014-10-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2014-10-01,2015-04-01,AA
"Miami, FL (Metropolitan Area)","Seattle, WA",2015-04-01,2015-07-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2015-07-01,2017-01-01,AA
"Miami, FL (Metropolitan Area)","Seattle, WA",2017-01-01,2017-04-01,AS
"Miami, FL (Metropolitan Area)","Seattle, WA",2017-04-01,2018-07-01,AA
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2008-04-01,2009-01-01,CO
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2009-07-01,2009-10-01,CO
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2010-10-01,2011-10-01,CO
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2011-10-01,2012-01-01,FL
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2012-01-01,2013-10-01,UA
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2017-10-01,2018-01-01,UA
"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",2018-01-01,2018-07-01,WN
"Orlando, FL","Trenton, NJ",2014-01-01,2018-04-01,F9
"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",2008-01-01,2009-01-01,AS
"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",2009-07-01,2018-07-01,AS
"Chicago, IL","Orlando, FL",2008-01-01,2018-07-01,WN
"Eagle, CO","New York City, NY (Metropolitan Area)",2008-01-01,2008-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2009-01-01,2009-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2010-01-01,2010-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2011-01-01,2011-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2012-01-01,2012-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2013-01-01,2013-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2014-01-01,2014-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2015-01-01,2015-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2017-01-01,2017-04-01,AA
"Eagle, CO","New York City, NY (Metropolitan Area)",2018-01-01,2018-04-01,AA
"Knoxville, TN","Tampa, FL (Metropolitan Area)",2008-01-01,2008-07-01,G4
"Knoxville, TN","Tampa, FL (Metropolitan Area)",2008-10-01,2009-01-01,G4
"Knoxville, TN","Tampa, FL (Metropolitan Area)",2015-04-01,2015-07-01,G4
"Knoxville, TN","Tampa, FL (Metropolitan Area)",2016-10-01,2017-01-01,G4
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2008-01-01,2010-04-01,YX
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2010-04-01,2012-10-01,FL
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2012-10-01,2014-04-01,DL
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2014-04-01,2015-01-01,WN
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2015-01-01,2015-04-01,DL
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2015-04-01,2015-07-01,WN
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2015-07-01,2015-10-01,DL
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2015-10-01,2016-01-01,WN
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2016-01-01,2016-04-01,DL
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2016-04-01,2017-01-01,WN
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2017-01-01,2018-07-01,DL
"Bozeman, MT","Denver, CO",2012-07-01,2012-10-01,F9
"Bozeman, MT","Denver, CO",2013-07-01,2013-10-01,UA
"Bozeman, MT","Denver, CO",2014-07-01,2014-10-01,UA
"Bozeman, MT","Denver, CO",2014-10-01,2015-01-01,F9
"Bozeman, MT","Denver, CO",2015-07-01,2015-10-01,UA
"Bozeman, MT","Denver, CO",2017-07-01,2017-10-01,UA
"Detroit, MI","Sarasota/Bradenton, FL",2008-01-01,2008-04-01,FL
"Detroit, MI","Sarasota/Bradenton, FL",2009-01-01,2009-04-01,FL
"Detroit, MI","Sarasota/Bradenton, FL",2010-01-01,2010-04-01,DL
"Detroit, MI","Sarasota/Bradenton, FL",2011-01-01,2011-04-01,DL
"Detroit, MI","Sarasota/Bradenton, FL",2015-01-01,2015-04-01,DL
"Portland, OR","Tucson, AZ",2008-01-01,2008-04-01,US
"Portland, OR","Tucson, AZ",2009-01-01,2009-04-01,US
"Portland, OR","Tucson, AZ",2009-10-01,2010-04-01,US
"Portland, OR","Tucson, AZ",2012-10-01,2013-01-01,WN
"Portland, OR","Tucson, AZ",2013-10-01,2015-07-01,AS
"Portland, OR","Tucson, AZ",2015-10-01,2016-07-01,AS
"Portland, OR","Tucson, AZ",2016-10-01,2017-07-01,AS
"Portland, OR","Tucson, AZ",2017-10-01,2018-07-01,AS
"Las Vegas, NV","Sioux Falls, SD",2008-01-01,2008-07-01,G4
"Las Vegas, NV","Sioux Falls, SD",2009-01-01,2009-04-01,G4
"Las Vegas, NV","Sioux Falls, SD",2009-10-01,2010-07-01,G4
"Las Vegas, NV","Sioux Falls, SD",2010-10-01,2012-07-01,G4
"Las Vegas, NV","Sioux Falls, SD",2012-10-01,2013-07-01,G4
"Las Vegas, NV","Sioux Falls, SD",2013-10-01,2014-04-01,G4
"Las Vegas, NV","Sioux Falls, SD",2014-10-01,2015-07-01,G4
"Las Vegas, NV","Sioux Falls, SD",2015-10-01,2016-04-01,G4
"Las Vegas, NV","Sioux Falls, SD",2016-10-01,2017-07-01,G4
"Las Vegas, NV","Sioux Falls, SD",2017-10-01,2018-04-01,G4
"Las Vegas, NV","Springfield, MO",2008-01-01,2008-04-01,G4
"Las Vegas, NV","Springfield, MO",2008-07-01,2009-01-01,G4
"Las Vegas, NV","Springfield, MO",2009-04-01,2009-10-01,G4
"Las Vegas, NV","Springfield, MO",2010-07-01,2010-10-01,G4
"Atlanta, GA (Metropolitan Area)","Omaha, NE",2008-04-01,2008-07-01,DL
"Atlanta, GA (Metropolitan Area)","Omaha, NE",2009-10-01,2018-07-01,DL
"Las Vegas, NV","Midland/Odessa, TX",2012-10-01,2013-01-01,WN
"Las Vegas, NV","Midland/Odessa, TX",2013-10-01,2014-01-01,WN
"Las Vegas, NV","Midland/Odessa, TX",2014-10-01,2015-01-01,WN
"San Diego, CA","Tucson, AZ",2008-01-01,2018-07-01,WN
"Sacramento, CA","Spokane, WA",2008-01-01,2008-10-01,AS
"Sacramento, CA","Spokane, WA",2008-10-01,2010-01-01,WN
"Sacramento, CA","Spokane, WA",2010-04-01,2010-10-01,AS
"Sacramento, CA","Spokane, WA",2011-07-01,2011-10-01,WN
"Sacramento, CA","Spokane, WA",2015-07-01,2015-10-01,AS
"Sacramento, CA","Spokane, WA",2016-07-01,2016-10-01,AS
"Sacramento, CA","Spokane, WA",2017-07-01,2018-07-01,WN
"Aspen, CO","New York City, NY (Metropolitan Area)",2008-01-01,2008-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2009-01-01,2009-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2010-01-01,2010-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2011-01-01,2011-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2012-01-01,2012-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2014-01-01,2014-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2015-01-01,2015-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2016-01-01,2016-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2017-01-01,2017-04-01,UA
"Aspen, CO","New York City, NY (Metropolitan Area)",2018-01-01,2018-04-01,UA
"Columbia, SC","New York City, NY (Metropolitan Area)",2008-04-01,2009-04-01,DL
"Columbia, SC","New York City, NY (Metropolitan Area)",2009-04-01,2010-01-01,US
"Columbia, SC","New York City, NY (Metropolitan Area)",2012-10-01,2013-04-01,DL
"Columbia, SC","New York City, NY (Metropolitan Area)",2013-04-01,2013-10-01,US
"Columbia, SC","New York City, NY (Metropolitan Area)",2013-10-01,2014-01-01,DL
"Columbia, SC","New York City, NY (Metropolitan Area)",2014-01-01,2014-07-01,US
"Columbia, SC","New York City, NY (Metropolitan Area)",2014-07-01,2015-01-01,DL
"Columbia, SC","New York City, NY (Metropolitan Area)",2015-07-01,2015-10-01,AA
"Columbia, SC","New York City, NY (Metropolitan Area)",2015-10-01,2016-01-01,DL
"Columbia, SC","New York City, NY (Metropolitan Area)",2016-04-01,2017-01-01,DL
"Columbia, SC","New York City, NY (Metropolitan Area)",2017-07-01,2018-01-01,DL
"Charlotte, NC","Rochester, NY",2009-10-01,2010-01-01,US
"Charlotte, NC","Rochester, NY",2010-07-01,2010-10-01,US
"Charlotte, NC","Rochester, NY",2012-07-01,2013-01-01,FL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2008-01-01,2010-07-01,DL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,DL
