city1,city2,start,end,carrier_low
"Chicago, IL","Miami, FL (Metropolitan Area)",2016-04-01,2016-10-01,NK
"Chicago, IL","Miami, FL (Metropolitan Area)",2016-10-01,2017-07-01,UA
"Chicago, IL","Miami, FL (Metropolitan Area)",2017-07-01,2018-07-01,WN
"Nashville, TN","Tampa, FL (Metropolitan Area)",2008-01-01,2008-04-01,NW
"Nashville, TN","Tampa, FL (Metropolitan Area)",2008-04-01,2008-07-01,WN
"Nashville, TN","Tampa, FL (Metropolitan Area)",2008-07-01,2008-10-01,DL
"Nashville, TN","Tampa, FL (Metropolitan Area)",2008-10-01,2009-04-01,NW
"Nashville, TN","Tampa, FL (Metropolitan Area)",2009-04-01,2010-04-01,WN
"Nashville, TN","Tampa, FL (Metropolitan Area)",2010-04-01,2010-07-01,AA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2010-07-01,2012-01-01,DL
"Nashville, TN","Tampa, FL (Metropolitan Area)",2012-01-01,2012-04-01,AA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2012-04-01,2012-10-01,DL
"Nashville, TN","Tampa, FL (Metropolitan Area)",2012-10-01,2013-01-01,AA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2013-04-01,2013-10-01,DL
"Nashville, TN","Tampa, FL (Metropolitan Area)",2013-10-01,2014-01-01,UA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2014-01-01,2014-04-01,US
"Nashville, TN","Tampa, FL (Metropolitan Area)",2014-04-01,2014-10-01,AA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2014-10-01,2015-01-01,US
"Nashville, TN","Tampa, FL (Metropolitan Area)",2015-01-01,2015-04-01,AA
"Nashville, TN","Tampa, FL (Metropolitan Area)",2015-04-01,2016-01-01,DL
"Nashville, TN","Tampa, FL (Metropolitan Area)",2016-01-01,2017-10-01,WN
"Nashville, TN","Tampa, FL (Metropolitan Area)",2017-10-01,2018-04-01,F9
"Nashville, TN","Tampa, FL (Metropolitan Area)",2018-04-01,2018-07-01,G4
"New York City, NY (Metropolitan Area)","San Diego, CA",2008-01-01,2009-04-01,B6
"New York City, NY (Metropolitan Area)","San Diego, CA",2009-04-01,2010-01-01,DL
"New York City, NY (Metropolitan Area)","San Diego, CA",2010-01-01,2012-07-01,B6
"New York City, NY (Metropolitan Area)","San Diego, CA",2012-07-01,2012-10-01,US
"New York City, NY (Metropolitan Area)","San Diego, CA",2012-10-01,2015-07-01,B6
"New York City, NY (Metropolitan Area)","San Diego, CA",2015-07-01,2015-10-01,AA
"New York City, NY (Metropolitan Area)","San Diego, CA",2015-10-01,2017-04-01,B6
"New York City, NY (Metropolitan Area)","San Diego, CA",2017-04-01,2017-07-01,AS
"New York City, NY (Metropolitan Area)","San Diego, CA",2017-07-01,2017-10-01,B6
"New York City, NY (Metropolitan Area)","San Diego, CA",2017-10-01,2018-04-01,AA
"New York City, NY (Metropolitan Area)","San Diego, CA",2018-04-01,2018-07-01,AS
"Houston, TX","Minneapolis/St. Paul, MN",2008-01-01,2008-07-01,AA
"Houston, TX","Minneapolis/St. Paul, MN",2008-07-01,2008-10-01,FL
"Houston, TX","Minneapolis/St. Paul, MN",2008-10-01,2009-01-01,NW
"Houston, TX","Minneapolis/St. Paul, MN",2009-01-01,2009-04-01,AA
"Houston, TX","Minneapolis/St. Paul, MN",2009-04-01,2010-01-01,CO
"Houston, TX","Minneapolis/St. Paul, MN",2010-01-01,2010-04-01,NW
"Houston, TX","Minneapolis/St. Paul, MN",2010-04-01,2010-07-01,CO
"Houston, TX","Minneapolis/St. Paul, MN",2010-07-01,2010-10-01,WN
"Houston, TX","Minneapolis/St. Paul, MN",2010-10-01,2011-01-01,CO
"Houston, TX","Minneapolis/St. Paul, MN",2011-01-01,2011-04-01,WN
"Houston, TX","Minneapolis/St. Paul, MN",2011-04-01,2011-10-01,UA
"Houston, TX","Minneapolis/St. Paul, MN",2011-10-01,2013-10-01,WN
"Houston, TX","Minneapolis/St. Paul, MN",2013-10-01,2014-01-01,UA
"Houston, TX","Minneapolis/St. Paul, MN",2014-01-01,2014-04-01,WN
"Houston, TX","Minneapolis/St. Paul, MN",2014-04-01,2014-10-01,NK
"Houston, TX","Minneapolis/St. Paul, MN",2014-10-01,2015-01-01,AA
"Houston, TX","Minneapolis/St. Paul, MN",2015-01-01,2015-04-01,WN
"Houston, TX","Minneapolis/St. Paul, MN",2015-04-01,2015-10-01,NK
"Houston, TX","Minneapolis/St. Paul, MN",2015-10-01,2016-04-01,AA
"Houston, TX","Minneapolis/St. Paul, MN",2016-04-01,2017-01-01,NK
"Houston, TX","Minneapolis/St. Paul, MN",2017-01-01,2017-04-01,WN
"Houston, TX","Minneapolis/St. Paul, MN",2017-04-01,2017-10-01,NK
"Houston, TX","Minneapolis/St. Paul, MN",2017-10-01,2018-01-01,UA
"Houston, TX","Minneapolis/St. Paul, MN",2018-01-01,2018-04-01,DL
"Houston, TX","Minneapolis/St. Paul, MN",2018-04-01,2018-07-01,UA
"Kansas City, MO","San Diego, CA",2008-01-01,2008-04-01,WN
"Kansas City, MO","San Diego, CA",2008-04-01,2008-07-01,YX
"Kansas City, MO","San Diego, CA",2008-07-01,2008-10-01,WN
"Kansas City, MO","San Diego, CA",2008-10-01,2009-10-01,F9
"Kansas City, MO","San Diego, CA",2009-10-01,2010-01-01,NW
"Kansas City, MO","San Diego, CA",2010-01-01,2012-07-01,F9
"Kansas City, MO","San Diego, CA",2012-07-01,2013-01-01,DL
"Kansas City, MO","San Diego, CA",2013-01-01,2013-04-01,F9
"Kansas City, MO","San Diego, CA",2013-04-01,2013-07-01,DL
"Kansas City, MO","San Diego, CA",2013-07-01,2014-07-01,F9
"Kansas City, MO","San Diego, CA",2014-07-01,2015-07-01,US
"Kansas City, MO","San Diego, CA",2015-07-01,2015-10-01,AA
"Kansas City, MO","San Diego, CA",2015-10-01,2016-07-01,DL
"Kansas City, MO","San Diego, CA",2016-07-01,2016-10-01,WN
"Kansas City, MO","San Diego, CA",2016-10-01,2017-01-01,DL
"Kansas City, MO","San Diego, CA",2017-01-01,2017-04-01,AA
"Kansas City, MO","San Diego, CA",2017-04-01,2017-10-01,F9
"Kansas City, MO","San Diego, CA",2017-10-01,2018-07-01,AS
"Boston, MA (Metropolitan Area)","Houston, TX",2008-01-01,2013-07-01,WN
"Boston, MA (Metropolitan Area)","Houston, TX",2013-07-01,2018-07-01,B6
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2008-01-01,2008-07-01,F9
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2008-07-01,2008-10-01,FL
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2008-10-01,2009-01-01,F9
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2009-01-01,2009-04-01,FL
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2009-04-01,2009-07-01,F9
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2009-07-01,2010-01-01,FL
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2010-01-01,2010-04-01,UA
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2010-04-01,2010-07-01,FL
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2010-07-01,2011-04-01,WN
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011-04-01,2011-07-01,UA
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011-07-01,2011-10-01,CO
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2011-10-01,2012-01-01,UA
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2012-01-01,2012-04-01,F9
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2012-04-01,2012-07-01,FL
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2012-07-01,2015-04-01,WN
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2015-04-01,2018-07-01,NK
"Chicago, IL","Little Rock, AR",2008-01-01,2008-10-01,WN
"Chicago, IL","Little Rock, AR",2008-10-01,2009-01-01,AA
"Chicago, IL","Little Rock, AR",2009-01-01,2009-04-01,WN
"Chicago, IL","Little Rock, AR",2009-04-01,2010-01-01,AA
"Chicago, IL","Little Rock, AR",2010-01-01,2010-04-01,WN
"Chicago, IL","Little Rock, AR",2010-04-01,2010-07-01,AA
"Chicago, IL","Little Rock, AR",2010-07-01,2011-01-01,WN
"Chicago, IL","Little Rock, AR",2011-01-01,2011-07-01,AA
"Chicago, IL","Little Rock, AR",2011-07-01,2011-10-01,WN
"Chicago, IL","Little Rock, AR",2011-10-01,2012-01-01,AA
"Chicago, IL","Little Rock, AR",2012-01-01,2018-01-01,WN
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2008-01-01,2009-01-01,WN
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2009-01-01,2009-04-01,AA
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2009-04-01,2011-07-01,WN
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2011-07-01,2011-10-01,DL
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2011-10-01,2012-07-01,WN
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2012-07-01,2013-01-01,DL
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2013-01-01,2018-07-01,WN
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2008-07-01,2008-10-01,UA
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2008-10-01,2014-07-01,WN
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2014-07-01,2017-01-01,AS
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2017-01-01,2018-07-01,WN
"Buffalo, NY","Philadelphia, PA",2012-04-01,2012-10-01,DL
"Buffalo, NY","Philadelphia, PA",2012-10-01,2013-01-01,UA
"Buffalo, NY","Philadelphia, PA",2013-04-01,2013-10-01,DL
"Buffalo, NY","Philadelphia, PA",2014-07-01,2014-10-01,DL
"Buffalo, NY","Philadelphia, PA",2016-04-01,2016-07-01,DL
"Buffalo, NY","Philadelphia, PA",2016-07-01,2016-10-01,AA
"Charlotte, NC","Milwaukee, WI",2008-01-01,2009-01-01,NW
"Charlotte, NC","Milwaukee, WI",2009-04-01,2009-10-01,FL
"Charlotte, NC","Milwaukee, WI",2009-10-01,2010-01-01,NW
"Charlotte, NC","Milwaukee, WI",2010-01-01,2011-01-01,DL
"Charlotte, NC","Milwaukee, WI",2011-04-01,2011-07-01,UA
"Charlotte, NC","Milwaukee, WI",2011-07-01,2012-01-01,DL
"Charlotte, NC","Milwaukee, WI",2012-01-01,2012-04-01,UA
"Charlotte, NC","Milwaukee, WI",2012-04-01,2014-01-01,DL
"Charlotte, NC","Milwaukee, WI",2014-01-01,2014-07-01,UA
"Charlotte, NC","Milwaukee, WI",2014-07-01,2018-07-01,DL
"Chicago, IL","Rochester, NY",2008-01-01,2008-04-01,UA
"Chicago, IL","Rochester, NY",2008-07-01,2009-01-01,UA
"Chicago, IL","Rochester, NY",2009-04-01,2009-07-01,AA
"Chicago, IL","Rochester, NY",2012-10-01,2013-01-01,US
"Chicago, IL","Rochester, NY",2013-04-01,2014-07-01,WN
"Chicago, IL","Rochester, NY",2014-07-01,2014-10-01,AA
"Chicago, IL","Rochester, NY",2014-10-01,2015-07-01,WN
"Chicago, IL","Rochester, NY",2015-07-01,2015-10-01,UA
"Chicago, IL","Rochester, NY",2015-10-01,2016-01-01,WN
"Chicago, IL","Rochester, NY",2016-01-01,2018-01-01,UA
"Chicago, IL","Rochester, NY",2018-04-01,2018-07-01,UA
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2008-01-01,2012-10-01,FL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2012-10-01,2013-07-01,DL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2013-10-01,2014-07-01,DL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2014-10-01,2015-01-01,DL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2015-01-01,2015-04-01,US
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2015-04-01,2015-07-01,DL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2015-10-01,2016-01-01,DL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2016-01-01,2016-07-01,AA
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2016-10-01,2017-04-01,DL
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",2018-01-01,2018-04-01,DL
"Grand Rapids, MI","Orlando, FL",2008-01-01,2008-04-01,UA
"Grand Rapids, MI","Orlando, FL",2008-04-01,2008-07-01,NW
"Grand Rapids, MI","Orlando, FL",2009-01-01,2009-04-01,NW
"Grand Rapids, MI","Orlando, FL",2010-01-01,2011-01-01,G4
"Grand Rapids, MI","Orlando, FL",2011-01-01,2011-04-01,FL
"Grand Rapids, MI","Orlando, FL",2011-04-01,2011-07-01,DL
"Grand Rapids, MI","Orlando, FL",2011-07-01,2013-07-01,FL
"Grand Rapids, MI","Orlando, FL",2013-07-01,2017-07-01,WN
"Grand Rapids, MI","Orlando, FL",2017-10-01,2018-01-01,WN
"Grand Rapids, MI","Orlando, FL",2018-01-01,2018-07-01,F9
"Chicago, IL","Harrisburg, PA",2008-01-01,2008-07-01,US
"Chicago, IL","Harrisburg, PA",2008-10-01,2009-01-01,US
"Chicago, IL","Harrisburg, PA",2010-07-01,2010-10-01,US
"Chicago, IL","Harrisburg, PA",2012-04-01,2012-07-01,AA
"Chicago, IL","Harrisburg, PA",2013-04-01,2013-07-01,AA
"Chicago, IL","Harrisburg, PA",2013-10-01,2014-01-01,UA
"Chicago, IL","Harrisburg, PA",2014-01-01,2014-07-01,AA
"Chicago, IL","Harrisburg, PA",2014-07-01,2014-10-01,F9
"Chicago, IL","Harrisburg, PA",2014-10-01,2015-01-01,AA
"Chicago, IL","Harrisburg, PA",2015-01-01,2018-07-01,UA
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2010-01-01,2010-10-01,US
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2011-01-01,2011-10-01,US
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2012-01-01,2012-04-01,US
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2012-04-01,2014-01-01,WN
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2014-01-01,2014-04-01,FL
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2014-04-01,2015-01-01,WN
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2015-01-01,2015-07-01,US
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2015-07-01,2017-04-01,AA
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2017-04-01,2017-07-01,DL
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2017-07-01,2017-10-01,AA
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2017-10-01,2018-01-01,DL
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2018-01-01,2018-04-01,AA
"Atlanta, GA (Metropolitan Area)","Louisville, KY",2018-04-01,2018-07-01,DL
"Boise, ID","Washington, DC (Metropolitan Area)",2010-07-01,2010-10-01,WN
"Boise, ID","Washington, DC (Metropolitan Area)",2012-04-01,2012-10-01,WN
"Boise, ID","Washington, DC (Metropolitan Area)",2015-04-01,2015-10-01,WN
"Boise, ID","Washington, DC (Metropolitan Area)",2016-04-01,2016-10-01,WN
"Boise, ID","Washington, DC (Metropolitan Area)",2017-07-01,2017-10-01,WN
"Boise, ID","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Buffalo, NY","Denver, CO",2008-07-01,2008-10-01,FL
"Buffalo, NY","Denver, CO",2009-07-01,2009-10-01,CO
"Buffalo, NY","Denver, CO",2010-07-01,2010-10-01,DL
"Buffalo, NY","Denver, CO",2011-04-01,2011-07-01,WN
"Buffalo, NY","Denver, CO",2011-07-01,2011-10-01,DL
"Buffalo, NY","Denver, CO",2012-07-01,2012-10-01,DL
"Buffalo, NY","Denver, CO",2013-07-01,2013-10-01,UA
"Buffalo, NY","Denver, CO",2014-07-01,2015-01-01,WN
"Buffalo, NY","Denver, CO",2015-07-01,2015-10-01,AA
"Buffalo, NY","Denver, CO",2016-07-01,2016-10-01,WN
"Buffalo, NY","Denver, CO",2017-07-01,2017-10-01,WN
"Buffalo, NY","Denver, CO",2018-04-01,2018-07-01,F9
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2008-01-01,2014-01-01,FL
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2014-01-01,2014-04-01,DL
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2014-04-01,2014-07-01,WN
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2014-07-01,2014-10-01,FL
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2014-10-01,2018-07-01,WN
"Tampa, FL (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2008-01-01,2008-07-01,WN
"Tampa, FL (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2008-10-01,2009-04-01,WN
"Tampa, FL (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2010-01-01,2010-04-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2008-07-01,2009-01-01,UA
"Chicago, IL","Tampa, FL (Metropolitan Area)",2009-01-01,2009-04-01,U5
"Chicago, IL","Tampa, FL (Metropolitan Area)",2009-04-01,2010-04-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2010-04-01,2010-10-01,AA
"Chicago, IL","Tampa, FL (Metropolitan Area)",2010-10-01,2013-01-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2013-01-01,2013-04-01,NK
"Chicago, IL","Tampa, FL (Metropolitan Area)",2013-04-01,2013-10-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2013-10-01,2014-07-01,NK
"Chicago, IL","Tampa, FL (Metropolitan Area)",2014-07-01,2015-07-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2015-07-01,2016-04-01,AA
"Chicago, IL","Tampa, FL (Metropolitan Area)",2016-04-01,2017-07-01,WN
"Chicago, IL","Tampa, FL (Metropolitan Area)",2017-07-01,2017-10-01,AA
"Chicago, IL","Tampa, FL (Metropolitan Area)",2017-10-01,2018-07-01,WN
"Hartford, CT","Las Vegas, NV",2008-01-01,2008-04-01,WN
"Hartford, CT","Las Vegas, NV",2008-04-01,2009-01-01,DL
"Hartford, CT","Las Vegas, NV",2009-01-01,2009-04-01,UA
"Hartford, CT","Las Vegas, NV",2009-04-01,2009-07-01,CO
"Hartford, CT","Las Vegas, NV",2009-07-01,2010-04-01,DL
"Hartford, CT","Las Vegas, NV",2010-04-01,2010-07-01,UA
"Hartford, CT","Las Vegas, NV",2010-07-01,2010-10-01,DL
"Hartford, CT","Las Vegas, NV",2010-10-01,2012-01-01,WN
"Hartford, CT","Las Vegas, NV",2012-01-01,2012-04-01,UA
"Hartford, CT","Las Vegas, NV",2012-04-01,2012-07-01,WN
"Hartford, CT","Las Vegas, NV",2012-07-01,2013-04-01,UA
"Hartford, CT","Las Vegas, NV",2013-04-01,2013-07-01,WN
"Hartford, CT","Las Vegas, NV",2013-07-01,2013-10-01,DL
"Hartford, CT","Las Vegas, NV",2013-10-01,2014-04-01,UA
"Hartford, CT","Las Vegas, NV",2014-04-01,2014-07-01,WN
"Hartford, CT","Las Vegas, NV",2014-07-01,2014-10-01,US
"Hartford, CT","Las Vegas, NV",2014-10-01,2016-01-01,WN
"Hartford, CT","Las Vegas, NV",2016-01-01,2016-04-01,UA
"Hartford, CT","Las Vegas, NV",2016-04-01,2016-07-01,WN
"Hartford, CT","Las Vegas, NV",2016-07-01,2016-10-01,UA
"Hartford, CT","Las Vegas, NV",2016-10-01,2017-01-01,WN
"Hartford, CT","Las Vegas, NV",2017-01-01,2017-04-01,UA
"Hartford, CT","Las Vegas, NV",2017-04-01,2018-01-01,WN
"Hartford, CT","Las Vegas, NV",2018-01-01,2018-04-01,AA
"Hartford, CT","Las Vegas, NV",2018-04-01,2018-07-01,UA
"Houston, TX","Memphis, TN",2008-10-01,2009-07-01,NW
"Houston, TX","Memphis, TN",2009-10-01,2010-01-01,NW
"Houston, TX","Memphis, TN",2010-01-01,2010-04-01,DL
"Houston, TX","Memphis, TN",2013-10-01,2018-07-01,WN
"Charlotte, NC","San Antonio, TX",2009-10-01,2010-04-01,DL
"Charlotte, NC","San Antonio, TX",2010-04-01,2010-07-01,AA
"Charlotte, NC","San Antonio, TX",2010-07-01,2011-01-01,DL
"Charlotte, NC","San Antonio, TX",2011-01-01,2011-04-01,AA
"Charlotte, NC","San Antonio, TX",2011-04-01,2013-01-01,DL
"Charlotte, NC","San Antonio, TX",2013-01-01,2013-04-01,AA
"Charlotte, NC","San Antonio, TX",2013-04-01,2014-01-01,DL
"Charlotte, NC","San Antonio, TX",2014-01-01,2014-04-01,WN
"Charlotte, NC","San Antonio, TX",2014-04-01,2014-10-01,DL
"Charlotte, NC","San Antonio, TX",2014-10-01,2015-01-01,WN
"Charlotte, NC","San Antonio, TX",2015-01-01,2015-07-01,DL
"Charlotte, NC","San Antonio, TX",2015-07-01,2015-10-01,WN
"Charlotte, NC","San Antonio, TX",2015-10-01,2017-10-01,DL
"Charlotte, NC","San Antonio, TX",2017-10-01,2018-07-01,UA
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2008-01-01,2008-10-01,NW
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2008-10-01,2009-04-01,US
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2009-04-01,2009-10-01,DL
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2009-10-01,2010-01-01,US
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2010-01-01,2010-10-01,DL
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2010-10-01,2011-01-01,US
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2011-01-01,2011-07-01,DL
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2011-07-01,2011-10-01,US
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2011-10-01,2012-10-01,DL
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2012-10-01,2013-01-01,US
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2013-01-01,2013-04-01,DL
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2013-04-01,2015-04-01,US
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2015-04-01,2016-01-01,F9
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2016-01-01,2016-04-01,AA
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2016-04-01,2017-01-01,F9
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2017-01-01,2017-04-01,AA
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2017-04-01,2017-10-01,F9
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2017-10-01,2018-01-01,AA
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2018-01-01,2018-04-01,WN
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2018-04-01,2018-07-01,F9
"Boston, MA (Metropolitan Area)","Portland, OR",2008-01-01,2009-01-01,DL
"Boston, MA (Metropolitan Area)","Portland, OR",2009-01-01,2009-07-01,AA
"Boston, MA (Metropolitan Area)","Portland, OR",2009-07-01,2009-10-01,WN
"Boston, MA (Metropolitan Area)","Portland, OR",2009-10-01,2010-07-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2010-07-01,2010-10-01,CO
"Boston, MA (Metropolitan Area)","Portland, OR",2010-10-01,2011-01-01,WN
"Boston, MA (Metropolitan Area)","Portland, OR",2011-01-01,2011-04-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2011-04-01,2011-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2011-10-01,2012-04-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2012-04-01,2012-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2012-10-01,2013-01-01,UA
"Boston, MA (Metropolitan Area)","Portland, OR",2013-01-01,2013-04-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2013-04-01,2013-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2013-10-01,2014-01-01,UA
"Boston, MA (Metropolitan Area)","Portland, OR",2014-01-01,2014-04-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2014-04-01,2014-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2014-10-01,2015-01-01,DL
"Boston, MA (Metropolitan Area)","Portland, OR",2015-01-01,2015-04-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2015-04-01,2015-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2015-10-01,2016-01-01,UA
"Boston, MA (Metropolitan Area)","Portland, OR",2016-01-01,2016-04-01,AS
"Boston, MA (Metropolitan Area)","Portland, OR",2016-04-01,2016-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2016-10-01,2017-01-01,WN
"Boston, MA (Metropolitan Area)","Portland, OR",2017-01-01,2017-04-01,DL
"Boston, MA (Metropolitan Area)","Portland, OR",2017-04-01,2017-10-01,B6
"Boston, MA (Metropolitan Area)","Portland, OR",2017-10-01,2018-04-01,UA
"Boston, MA (Metropolitan Area)","Portland, OR",2018-04-01,2018-07-01,B6
"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2008-01-01,2011-07-01,WN
