city1,city2,start,end,carrier_low
"Cleveland, OH (Metropolitan Area)","Denver, CO",2016-01-01,2016-04-01,WN
"Cleveland, OH (Metropolitan Area)","Denver, CO",2016-04-01,2017-01-01,F9
"Cleveland, OH (Metropolitan Area)","Denver, CO",2017-01-01,2017-04-01,WN
"Cleveland, OH (Metropolitan Area)","Denver, CO",2017-04-01,2017-10-01,F9
"Cleveland, OH (Metropolitan Area)","Denver, CO",2017-10-01,2018-04-01,WN
"Cleveland, OH (Metropolitan Area)","Denver, CO",2018-04-01,2018-07-01,F9
"Austin, TX","San Diego, CA",2008-01-01,2008-10-01,US
"Austin, TX","San Diego, CA",2008-10-01,2009-01-01,AA
"Austin, TX","San Diego, CA",2009-01-01,2009-10-01,WN
"Austin, TX","San Diego, CA",2009-10-01,2010-01-01,F9
"Austin, TX","San Diego, CA",2010-01-01,2010-04-01,AA
"Austin, TX","San Diego, CA",2010-04-01,2010-07-01,WN
"Austin, TX","San Diego, CA",2010-07-01,2010-10-01,F9
"Austin, TX","San Diego, CA",2010-10-01,2011-01-01,WN
"Austin, TX","San Diego, CA",2011-01-01,2011-04-01,AA
"Austin, TX","San Diego, CA",2011-04-01,2012-01-01,F9
"Austin, TX","San Diego, CA",2012-01-01,2012-04-01,AA
"Austin, TX","San Diego, CA",2012-04-01,2013-04-01,UA
"Austin, TX","San Diego, CA",2013-04-01,2014-04-01,AA
"Austin, TX","San Diego, CA",2014-04-01,2014-07-01,F9
"Austin, TX","San Diego, CA",2014-07-01,2014-10-01,AA
"Austin, TX","San Diego, CA",2014-10-01,2015-01-01,WN
"Austin, TX","San Diego, CA",2015-01-01,2015-04-01,UA
"Austin, TX","San Diego, CA",2015-04-01,2015-07-01,VX
"Austin, TX","San Diego, CA",2015-07-01,2016-04-01,AA
"Austin, TX","San Diego, CA",2016-04-01,2016-07-01,WN
"Austin, TX","San Diego, CA",2016-07-01,2016-10-01,VX
"Austin, TX","San Diego, CA",2016-10-01,2017-04-01,WN
"Austin, TX","San Diego, CA",2017-04-01,2017-10-01,F9
"Austin, TX","San Diego, CA",2017-10-01,2018-04-01,AS
"Austin, TX","San Diego, CA",2018-04-01,2018-07-01,F9
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2010-07-01,2010-10-01,G4
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2011-04-01,2011-10-01,G4
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2012-07-01,2012-10-01,G4
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2013-07-01,2013-10-01,G4
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2014-07-01,2014-10-01,G4
"Los Angeles, CA (Metropolitan Area)","Missoula, MT",2016-07-01,2016-10-01,G4
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2008-07-01,2008-10-01,UA
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2008-10-01,2009-01-01,WN
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2009-01-01,2009-04-01,UA
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2009-04-01,2010-07-01,WN
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2010-07-01,2010-10-01,US
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2010-10-01,2011-07-01,WN
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2011-07-01,2012-01-01,US
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2012-01-01,2012-10-01,WN
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2012-10-01,2013-01-01,UA
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2013-01-01,2014-10-01,US
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2014-10-01,2015-07-01,WN
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2015-07-01,2015-10-01,AA
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2015-10-01,2016-07-01,UA
"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",2016-07-01,2018-07-01,WN
"Knoxville, TN","Orlando, FL",2009-07-01,2010-01-01,FL
"Knoxville, TN","Orlando, FL",2010-01-01,2011-01-01,G4
"Knoxville, TN","Orlando, FL",2011-01-01,2012-04-01,FL
"Knoxville, TN","Orlando, FL",2012-04-01,2013-01-01,F9
"Louisville, KY","Miami, FL (Metropolitan Area)",2008-01-01,2008-10-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2008-10-01,2009-01-01,US
"Louisville, KY","Miami, FL (Metropolitan Area)",2009-01-01,2009-07-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2009-10-01,2010-07-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2010-10-01,2011-01-01,AA
"Louisville, KY","Miami, FL (Metropolitan Area)",2011-01-01,2011-07-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2011-10-01,2012-07-01,AA
"Louisville, KY","Miami, FL (Metropolitan Area)",2012-07-01,2012-10-01,US
"Louisville, KY","Miami, FL (Metropolitan Area)",2012-10-01,2013-01-01,AA
"Louisville, KY","Miami, FL (Metropolitan Area)",2013-01-01,2013-04-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2013-04-01,2013-07-01,AA
"Louisville, KY","Miami, FL (Metropolitan Area)",2013-10-01,2014-01-01,AA
"Louisville, KY","Miami, FL (Metropolitan Area)",2014-01-01,2014-04-01,DL
"Louisville, KY","Miami, FL (Metropolitan Area)",2014-04-01,2014-07-01,US
"Louisville, KY","Miami, FL (Metropolitan Area)",2014-07-01,2014-10-01,DL
"Louisville, KY","Miami, FL (Metropolitan Area)",2014-10-01,2015-01-01,US
"Louisville, KY","Miami, FL (Metropolitan Area)",2015-01-01,2015-07-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2015-10-01,2017-04-01,WN
"Louisville, KY","Miami, FL (Metropolitan Area)",2017-04-01,2018-07-01,G4
"Madison, WI","Orlando, FL",2013-01-01,2013-04-01,F9
"Madison, WI","Orlando, FL",2017-01-01,2017-04-01,F9
"Madison, WI","Orlando, FL",2018-01-01,2018-04-01,F9
"Hartford, CT","Tampa, FL (Metropolitan Area)",2008-01-01,2009-01-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2009-01-01,2009-07-01,DL
"Hartford, CT","Tampa, FL (Metropolitan Area)",2009-07-01,2009-10-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2009-10-01,2010-01-01,NW
"Hartford, CT","Tampa, FL (Metropolitan Area)",2010-01-01,2010-04-01,DL
"Hartford, CT","Tampa, FL (Metropolitan Area)",2010-04-01,2011-01-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,DL
"Hartford, CT","Tampa, FL (Metropolitan Area)",2011-04-01,2011-07-01,US
"Hartford, CT","Tampa, FL (Metropolitan Area)",2011-07-01,2012-01-01,DL
"Hartford, CT","Tampa, FL (Metropolitan Area)",2012-01-01,2012-04-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2012-04-01,2013-04-01,DL
"Hartford, CT","Tampa, FL (Metropolitan Area)",2013-04-01,2013-07-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2013-07-01,2013-10-01,DL
"Hartford, CT","Tampa, FL (Metropolitan Area)",2013-10-01,2014-07-01,B6
"Hartford, CT","Tampa, FL (Metropolitan Area)",2014-07-01,2015-07-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2015-07-01,2016-07-01,B6
"Hartford, CT","Tampa, FL (Metropolitan Area)",2016-07-01,2017-01-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2017-01-01,2017-04-01,B6
"Hartford, CT","Tampa, FL (Metropolitan Area)",2017-04-01,2017-10-01,WN
"Hartford, CT","Tampa, FL (Metropolitan Area)",2017-10-01,2018-01-01,B6
"Hartford, CT","Tampa, FL (Metropolitan Area)",2018-01-01,2018-07-01,WN
"Atlanta, GA (Metropolitan Area)","Gulfport/Biloxi, MS",2008-01-01,2009-01-01,FL
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2010-10-01,2011-01-01,UA
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2011-01-01,2017-04-01,WN
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2017-04-01,2017-10-01,UA
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2017-10-01,2018-07-01,WN
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2012-10-01,2013-07-01,WN
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2013-10-01,2014-04-01,US
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2014-10-01,2015-10-01,WN
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2015-10-01,2016-01-01,UA
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",2016-01-01,2018-07-01,WN
"Denver, CO","Louisville, KY",2008-01-01,2008-04-01,F9
"Denver, CO","Louisville, KY",2008-04-01,2008-07-01,NW
"Denver, CO","Louisville, KY",2008-07-01,2008-10-01,F9
"Denver, CO","Louisville, KY",2009-01-01,2009-04-01,NW
"Denver, CO","Louisville, KY",2009-07-01,2009-10-01,DL
"Denver, CO","Louisville, KY",2009-10-01,2010-01-01,AA
"Denver, CO","Louisville, KY",2010-04-01,2013-01-01,F9
"Denver, CO","Louisville, KY",2013-01-01,2014-07-01,WN
"Denver, CO","Louisville, KY",2014-07-01,2014-10-01,AA
"Denver, CO","Louisville, KY",2014-10-01,2015-07-01,WN
"Denver, CO","Louisville, KY",2015-07-01,2016-01-01,AA
"Denver, CO","Louisville, KY",2016-01-01,2016-04-01,DL
"Denver, CO","Louisville, KY",2016-07-01,2016-10-01,WN
"Denver, CO","Louisville, KY",2017-07-01,2018-01-01,WN
"Denver, CO","Louisville, KY",2018-04-01,2018-07-01,F9
"Grand Forks, ND","Phoenix, AZ",2014-01-01,2014-04-01,G4
"Grand Forks, ND","Phoenix, AZ",2015-01-01,2015-04-01,G4
"Grand Forks, ND","Phoenix, AZ",2016-01-01,2016-04-01,G4
"Cincinnati, OH","Seattle, WA",2009-07-01,2010-01-01,AS
"Cincinnati, OH","Seattle, WA",2010-04-01,2010-10-01,AS
"Cincinnati, OH","Seattle, WA",2011-04-01,2011-10-01,CO
"Cincinnati, OH","Seattle, WA",2012-04-01,2012-07-01,AA
"Cincinnati, OH","Seattle, WA",2012-07-01,2012-10-01,DL
"Cincinnati, OH","Seattle, WA",2013-07-01,2013-10-01,F9
"Cincinnati, OH","Seattle, WA",2014-04-01,2014-10-01,F9
"Cincinnati, OH","Seattle, WA",2014-10-01,2015-01-01,AA
"Cincinnati, OH","Seattle, WA",2015-04-01,2015-10-01,AA
"Cincinnati, OH","Seattle, WA",2015-10-01,2016-01-01,UA
"Cincinnati, OH","Seattle, WA",2016-04-01,2017-01-01,UA
"Cincinnati, OH","Seattle, WA",2017-04-01,2018-01-01,UA
"Cincinnati, OH","Seattle, WA",2018-04-01,2018-07-01,UA
"Atlantic City, NJ","Tampa, FL (Metropolitan Area)",2008-01-01,2012-07-01,NK
"Atlantic City, NJ","Tampa, FL (Metropolitan Area)",2012-10-01,2015-10-01,NK
"Portland, ME","Tampa, FL (Metropolitan Area)",2008-01-01,2008-04-01,B6
"Portland, ME","Tampa, FL (Metropolitan Area)",2009-01-01,2009-04-01,UA
"Portland, ME","Tampa, FL (Metropolitan Area)",2010-01-01,2010-04-01,B6
"Portland, ME","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,UA
"Portland, ME","Tampa, FL (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Portland, ME","Tampa, FL (Metropolitan Area)",2014-01-01,2014-04-01,WN
"Milwaukee, WI","San Antonio, TX",2011-07-01,2011-10-01,F9
"Milwaukee, WI","San Antonio, TX",2012-04-01,2012-07-01,AA
"Fresno, CA","San Diego, CA",2012-07-01,2013-07-01,AS
"Fresno, CA","San Diego, CA",2014-07-01,2014-10-01,AS
"Fresno, CA","San Diego, CA",2015-01-01,2017-07-01,AS
"Fresno, CA","San Diego, CA",2017-07-01,2018-07-01,UA
"Minneapolis/St. Paul, MN","Philadelphia, PA",2008-01-01,2008-10-01,NW
"Minneapolis/St. Paul, MN","Philadelphia, PA",2008-10-01,2009-01-01,US
"Minneapolis/St. Paul, MN","Philadelphia, PA",2009-01-01,2009-10-01,NW
"Minneapolis/St. Paul, MN","Philadelphia, PA",2009-10-01,2013-04-01,US
"Minneapolis/St. Paul, MN","Philadelphia, PA",2013-04-01,2013-07-01,DL
"Minneapolis/St. Paul, MN","Philadelphia, PA",2013-07-01,2014-01-01,US
"Minneapolis/St. Paul, MN","Philadelphia, PA",2014-01-01,2014-04-01,DL
"Minneapolis/St. Paul, MN","Philadelphia, PA",2014-04-01,2014-10-01,WN
"Minneapolis/St. Paul, MN","Philadelphia, PA",2014-10-01,2015-01-01,DL
"Minneapolis/St. Paul, MN","Philadelphia, PA",2015-01-01,2015-04-01,US
"Minneapolis/St. Paul, MN","Philadelphia, PA",2015-04-01,2016-01-01,F9
"Minneapolis/St. Paul, MN","Philadelphia, PA",2016-01-01,2016-04-01,DL
"Minneapolis/St. Paul, MN","Philadelphia, PA",2016-04-01,2016-07-01,AA
"Minneapolis/St. Paul, MN","Philadelphia, PA",2016-07-01,2016-10-01,NK
"Minneapolis/St. Paul, MN","Philadelphia, PA",2016-10-01,2017-04-01,AA
"Minneapolis/St. Paul, MN","Philadelphia, PA",2017-04-01,2017-07-01,DL
"Minneapolis/St. Paul, MN","Philadelphia, PA",2017-07-01,2017-10-01,NK
"Minneapolis/St. Paul, MN","Philadelphia, PA",2017-10-01,2018-04-01,AA
"Minneapolis/St. Paul, MN","Philadelphia, PA",2018-04-01,2018-07-01,DL
"Atlanta, GA (Metropolitan Area)","Charleston, SC",2008-01-01,2010-01-01,FL
"Atlanta, GA (Metropolitan Area)","Charleston, SC",2016-04-01,2016-07-01,AA
"Atlanta, GA (Metropolitan Area)","Charleston, SC",2017-01-01,2017-04-01,AA
"Atlanta, GA (Metropolitan Area)","Charleston, SC",2017-04-01,2017-07-01,DL
"Atlanta, GA (Metropolitan Area)","Charleston, SC",2017-10-01,2018-07-01,AA
"Columbia, SC","Washington, DC (Metropolitan Area)",2008-01-01,2010-07-01,UA
"Columbia, SC","Washington, DC (Metropolitan Area)",2010-07-01,2011-04-01,DL
"Columbia, SC","Washington, DC (Metropolitan Area)",2011-04-01,2011-07-01,UA
"Columbia, SC","Washington, DC (Metropolitan Area)",2011-10-01,2012-10-01,DL
"Columbia, SC","Washington, DC (Metropolitan Area)",2012-10-01,2013-04-01,US
"Columbia, SC","Washington, DC (Metropolitan Area)",2013-04-01,2013-07-01,UA
"Columbia, SC","Washington, DC (Metropolitan Area)",2013-07-01,2014-01-01,US
"Columbia, SC","Washington, DC (Metropolitan Area)",2014-01-01,2016-04-01,UA
"Columbia, SC","Washington, DC (Metropolitan Area)",2016-04-01,2016-07-01,DL
"Columbia, SC","Washington, DC (Metropolitan Area)",2016-07-01,2016-10-01,AA
"Columbia, SC","Washington, DC (Metropolitan Area)",2016-10-01,2018-01-01,UA
"Columbia, SC","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,AA
"Houston, TX","Louisville, KY",2010-10-01,2011-01-01,WN
"Houston, TX","Louisville, KY",2011-10-01,2012-01-01,WN
"Houston, TX","Louisville, KY",2012-07-01,2012-10-01,AA
"Houston, TX","Louisville, KY",2012-10-01,2014-01-01,WN
"Houston, TX","Louisville, KY",2014-04-01,2014-10-01,AA
"Houston, TX","Louisville, KY",2014-10-01,2015-04-01,US
"Houston, TX","Louisville, KY",2015-04-01,2015-07-01,WN
"Houston, TX","Louisville, KY",2015-10-01,2016-01-01,DL
"Houston, TX","Louisville, KY",2018-04-01,2018-07-01,WN
"Denver, CO","St. Louis, MO",2008-01-01,2008-04-01,F9
"Denver, CO","St. Louis, MO",2008-04-01,2008-07-01,WN
"Denver, CO","St. Louis, MO",2008-07-01,2015-04-01,F9
"Denver, CO","St. Louis, MO",2015-04-01,2015-07-01,WN
"Denver, CO","St. Louis, MO",2015-07-01,2018-01-01,F9
"Denver, CO","St. Louis, MO",2018-01-01,2018-04-01,WN
"Denver, CO","St. Louis, MO",2018-04-01,2018-07-01,F9
"Jacksonville, FL","Pittsburgh, PA",2008-01-01,2011-07-01,FL
"Jacksonville, FL","Pittsburgh, PA",2011-07-01,2011-10-01,UA
"Jacksonville, FL","Pittsburgh, PA",2011-10-01,2012-10-01,FL
"Jacksonville, FL","Pittsburgh, PA",2013-04-01,2013-07-01,FL
"Jacksonville, FL","Pittsburgh, PA",2017-04-01,2017-07-01,G4
"Jacksonville, FL","Pittsburgh, PA",2017-10-01,2018-01-01,G4
"Detroit, MI","Fort Myers, FL",2008-01-01,2008-04-01,U5
"Detroit, MI","Fort Myers, FL",2008-04-01,2018-07-01,NK
"Miami, FL (Metropolitan Area)","Nashville, TN",2008-01-01,2009-07-01,WN
"Miami, FL (Metropolitan Area)","Nashville, TN",2009-07-01,2009-10-01,DL
"Miami, FL (Metropolitan Area)","Nashville, TN",2009-10-01,2010-07-01,WN
"Miami, FL (Metropolitan Area)","Nashville, TN",2010-07-01,2010-10-01,DL
"Miami, FL (Metropolitan Area)","Nashville, TN",2010-10-01,2011-07-01,WN
"Miami, FL (Metropolitan Area)","Nashville, TN",2011-07-01,2013-04-01,DL
"Miami, FL (Metropolitan Area)","Nashville, TN",2013-04-01,2013-07-01,WN
"Miami, FL (Metropolitan Area)","Nashville, TN",2013-07-01,2013-10-01,DL
"Miami, FL (Metropolitan Area)","Nashville, TN",2013-10-01,2014-01-01,AA
"Miami, FL (Metropolitan Area)","Nashville, TN",2014-01-01,2014-04-01,WN
"Miami, FL (Metropolitan Area)","Nashville, TN",2014-04-01,2014-07-01,DL
"Miami, FL (Metropolitan Area)","Nashville, TN",2014-07-01,2014-10-01,US
"Miami, FL (Metropolitan Area)","Nashville, TN",2014-10-01,2016-01-01,DL
"Miami, FL (Metropolitan Area)","Nashville, TN",2016-01-01,2016-04-01,WN
"Miami, FL (Metropolitan Area)","Nashville, TN",2016-04-01,2018-07-01,B6
"Las Vegas, NV","Seattle, WA",2008-01-01,2008-04-01,US
"Las Vegas, NV","Seattle, WA",2008-04-01,2008-07-01,WN
"Las Vegas, NV","Seattle, WA",2008-07-01,2009-10-01,US
"Las Vegas, NV","Seattle, WA",2009-10-01,2010-01-01,WN
"Las Vegas, NV","Seattle, WA",2010-01-01,2011-01-01,AS
"Las Vegas, NV","Seattle, WA",2011-01-01,2011-04-01,WN
"Las Vegas, NV","Seattle, WA",2011-04-01,2011-10-01,AS
"Las Vegas, NV","Seattle, WA",2011-10-01,2012-07-01,WN
"Las Vegas, NV","Seattle, WA",2012-07-01,2012-10-01,AS
"Las Vegas, NV","Seattle, WA",2012-10-01,2013-07-01,WN
"Las Vegas, NV","Seattle, WA",2013-07-01,2013-10-01,AS
"Las Vegas, NV","Seattle, WA",2013-10-01,2014-04-01,WN
"Las Vegas, NV","Seattle, WA",2014-04-01,2014-07-01,AS
"Las Vegas, NV","Seattle, WA",2014-07-01,2014-10-01,DL
"Las Vegas, NV","Seattle, WA",2014-10-01,2015-07-01,WN
"Las Vegas, NV","Seattle, WA",2015-07-01,2015-10-01,AS
"Las Vegas, NV","Seattle, WA",2015-10-01,2016-07-01,WN
"Las Vegas, NV","Seattle, WA",2016-07-01,2016-10-01,AS
"Las Vegas, NV","Seattle, WA",2016-10-01,2017-04-01,WN
"Las Vegas, NV","Seattle, WA",2017-04-01,2017-10-01,AS
"Las Vegas, NV","Seattle, WA",2017-10-01,2018-07-01,WN
"New Orleans, LA","Pittsburgh, PA",2008-01-01,2008-04-01,US
"New Orleans, LA","Pittsburgh, PA",2008-10-01,2009-01-01,DL
"New Orleans, LA","Pittsburgh, PA",2009-01-01,2009-04-01,US
"New Orleans, LA","Pittsburgh, PA",2009-04-01,2009-07-01,DL
"New Orleans, LA","Pittsburgh, PA",2009-10-01,2010-01-01,DL
"New Orleans, LA","Pittsburgh, PA",2010-01-01,2010-07-01,FL
"New Orleans, LA","Pittsburgh, PA",2010-10-01,2012-01-01,FL
"New Orleans, LA","Pittsburgh, PA",2012-01-01,2012-07-01,UA
"New Orleans, LA","Pittsburgh, PA",2012-10-01,2013-01-01,UA
"New Orleans, LA","Pittsburgh, PA",2013-01-01,2013-07-01,FL
"New Orleans, LA","Pittsburgh, PA",2014-10-01,2015-01-01,UA
"New Orleans, LA","Pittsburgh, PA",2015-01-01,2015-04-01,WN
"New Orleans, LA","Pittsburgh, PA",2016-01-01,2016-07-01,G4
"New Orleans, LA","Pittsburgh, PA",2016-10-01,2018-07-01,G4
"Jacksonville, FL","St. Louis, MO",2008-10-01,2009-01-01,FL
"Jacksonville, FL","St. Louis, MO",2009-04-01,2009-10-01,FL
"Jacksonville, FL","St. Louis, MO",2009-10-01,2010-01-01,AA
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2008-01-01,2013-10-01,WN
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2013-10-01,2014-01-01,FL
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2014-01-01,2014-10-01,WN
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2014-10-01,2018-04-01,B6
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2018-04-01,2018-07-01,WN
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2008-01-01,2008-04-01,DL
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2009-01-01,2009-04-01,F9
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2010-01-01,2010-04-01,F9
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2011-01-01,2011-04-01,F9
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2012-01-01,2012-04-01,UA
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2013-01-01,2013-04-01,AA
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2014-01-01,2014-04-01,UA
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2015-01-01,2015-04-01,UA
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2017-01-01,2017-04-01,DL
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",2018-01-01,2018-04-01,DL
"South Bend, IN","Tampa, FL (Metropolitan Area)",2009-01-01,2009-04-01,G4
"South Bend, IN","Tampa, FL (Metropolitan Area)",2010-01-01,2010-04-01,G4
"South Bend, IN","Tampa, FL (Metropolitan Area)",2012-01-01,2012-04-01,G4
"South Bend, IN","Tampa, FL (Metropolitan Area)",2014-01-01,2014-04-01,G4
"South Bend, IN","Tampa, FL (Metropolitan Area)",2015-01-01,2015-04-01,G4
"South Bend, IN","Tampa, FL (Metropolitan Area)",2016-01-01,2016-04-01,G4
"South Bend, IN","Tampa, FL (Metropolitan Area)",2017-01-01,2017-04-01,G4
"Fort Myers, FL","Hartford, CT",2008-01-01,2008-07-01,WN
"Fort Myers, FL","Hartford, CT",2008-10-01,2009-01-01,US
"Fort Myers, FL","Hartford, CT",2009-01-01,2009-07-01,DL
"Fort Myers, FL","Hartford, CT",2009-10-01,2010-01-01,WN
"Fort Myers, FL","Hartford, CT",2010-01-01,2010-04-01,NW
"Fort Myers, FL","Hartford, CT",2010-04-01,2010-07-01,WN
"Fort Myers, FL","Hartford, CT",2010-10-01,2011-01-01,WN
"Fort Myers, FL","Hartford, CT",2011-01-01,2011-07-01,DL
"Fort Myers, FL","Hartford, CT",2011-10-01,2012-07-01,DL
"Fort Myers, FL","Hartford, CT",2012-10-01,2013-01-01,DL
"Fort Myers, FL","Hartford, CT",2013-01-01,2013-04-01,UA
"Fort Myers, FL","Hartford, CT",2013-04-01,2013-07-01,DL
"Fort Myers, FL","Hartford, CT",2013-10-01,2014-01-01,B6
"Fort Myers, FL","Hartford, CT",2014-01-01,2015-07-01,WN
"Fort Myers, FL","Hartford, CT",2015-10-01,2016-07-01,WN
"Fort Myers, FL","Hartford, CT",2016-10-01,2017-07-01,WN
"Fort Myers, FL","Hartford, CT",2017-07-01,2017-10-01,B6
"Fort Myers, FL","Hartford, CT",2017-10-01,2018-01-01,WN
"Fort Myers, FL","Hartford, CT",2018-01-01,2018-04-01,NK
"Fort Myers, FL","Hartford, CT",2018-04-01,2018-07-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2008-01-01,2008-04-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2008-04-01,2009-10-01,NW
"Tulsa, OK","Washington, DC (Metropolitan Area)",2009-10-01,2010-01-01,CO
"Tulsa, OK","Washington, DC (Metropolitan Area)",2010-01-01,2011-01-01,DL
"Tulsa, OK","Washington, DC (Metropolitan Area)",2011-01-01,2011-07-01,AA
"Tulsa, OK","Washington, DC (Metropolitan Area)",2011-07-01,2011-10-01,DL
"Tulsa, OK","Washington, DC (Metropolitan Area)",2011-10-01,2012-01-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2012-04-01,2013-01-01,AA
"Tulsa, OK","Washington, DC (Metropolitan Area)",2013-04-01,2013-07-01,AA
"Tulsa, OK","Washington, DC (Metropolitan Area)",2014-04-01,2014-10-01,AA
"Tulsa, OK","Washington, DC (Metropolitan Area)",2014-10-01,2015-01-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2015-04-01,2015-10-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2015-10-01,2016-01-01,DL
"Tulsa, OK","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,AA
"Tulsa, OK","Washington, DC (Metropolitan Area)",2016-04-01,2016-10-01,G4
"Tulsa, OK","Washington, DC (Metropolitan Area)",2016-10-01,2017-01-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2017-04-01,2017-10-01,G4
"Tulsa, OK","Washington, DC (Metropolitan Area)",2017-10-01,2018-01-01,WN
"Tulsa, OK","Washington, DC (Metropolitan Area)",2018-04-01,2018-07-01,G4
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2008-07-01,2008-10-01,DL
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2008-10-01,2012-04-01,WN
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2012-04-01,2013-10-01,DL
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2013-10-01,2014-01-01,FL
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2014-01-01,2014-04-01,WN
"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",2014-07-01,2014-10-01,DL
"Harrisburg, PA","Miami, FL (Metropolitan Area)",2010-01-01,2010-04-01,FL
"Harrisburg, PA","Miami, FL (Metropolitan Area)",2011-01-01,2011-04-01,FL
"Chicago, IL","Miami, FL (Metropolitan Area)",2008-01-01,2008-07-01,WN
"Chicago, IL","Miami, FL (Metropolitan Area)",2008-07-01,2009-01-01,AA
"Chicago, IL","Miami, FL (Metropolitan Area)",2009-01-01,2009-04-01,WN
"Chicago, IL","Miami, FL (Metropolitan Area)",2009-04-01,2015-01-01,NK
"Chicago, IL","Miami, FL (Metropolitan Area)",2015-01-01,2015-04-01,WN
"Chicago, IL","Miami, FL (Metropolitan Area)",2015-04-01,2015-10-01,NK
"Chicago, IL","Miami, FL (Metropolitan Area)",2015-10-01,2016-01-01,UA
"Chicago, IL","Miami, FL (Metropolitan Area)",2016-01-01,2016-04-01,WN
